timestamp,voltage,current,power,frequency,temperature,phase_a,phase_b,phase_c
2026-02-01T10:25:00.000Z,222.41,99.44,22115.50,60.029,43.36,97.69,100.38,101.30
2026-02-01T10:30:00.000Z,222.32,98.56,21911.96,60.029,43.25,96.87,99.51,100.44
2026-02-01T10:35:00.000Z,222.22,97.62,21692.05,60.028,43.15,95.97,98.56,99.50
2026-02-01T10:40:00.000Z,222.12,96.61,21459.37,60.028,43.07,95.01,97.56,98.50
2026-02-01T10:45:00.000Z,222.01,95.57,21217.81,60.028,43.00,94.02,96.52,97.45
2026-02-01T10:50:00.000Z,221.90,94.51,20971.44,60.028,42.94,93.01,95.45,96.38
2026-02-01T10:55:00.000Z,221.78,93.45,20724.43,60.028,42.89,91.99,94.38,95.31
2026-02-01T11:00:00.000Z,221.66,92.40,20480.96,60.028,42.85,91.00,93.32,94.24
2026-02-01T11:05:00.000Z,221.53,91.39,20245.08,60.027,42.82,90.03,92.30,93.21
2026-02-01T11:10:00.000Z,221.41,90.43,20020.65,60.027,42.80,89.12,91.33,92.23
2026-02-01T11:15:00.000Z,221.27,89.53,19811.20,60.027,42.79,88.28,90.42,91.32
2026-02-01T11:20:00.000Z,221.14,88.72,19619.90,60.027,42.79,87.51,89.59,90.49
2026-02-01T11:25:00.000Z,221.00,88.01,19449.44,60.027,42.80,86.84,88.86,89.75
2026-02-01T11:30:00.000Z,220.86,87.39,19301.99,60.026,42.82,86.27,88.23,89.11
2026-02-01T11:35:00.000Z,220.72,86.89,19179.15,60.026,42.84,85.82,87.71,88.59
2026-02-01T11:40:00.000Z,220.58,86.51,19081.88,60.026,42.86,85.47,87.31,88.18
2026-02-01T11:45:00.000Z,220.44,86.24,19010.52,60.026,42.89,85.25,87.02,87.88
2026-02-01T11:50:00.000Z,220.29,86.09,18964.76,60.026,42.93,85.13,86.85,87.71
2026-02-01T11:55:00.000Z,220.15,86.05,18943.66,60.025,42.96,85.13,86.79,87.64
2026-02-01T12:00:00.000Z,220.00,86.12,18945.68,60.025,43.00,85.24,86.84,87.68
2026-02-01T12:05:00.000Z,219.85,86.28,18968.70,60.025,43.04,85.43,86.98,87.81
2026-02-01T12:10:00.000Z,219.71,86.52,19010.10,60.025,43.07,85.71,87.20,88.03
2026-02-01T12:15:00.000Z,219.56,86.84,19066.81,60.024,43.11,86.07,87.49,88.32
2026-02-01T12:20:00.000Z,219.42,87.21,19135.39,60.024,43.14,86.47,87.84,88.66
2026-02-01T12:25:00.000Z,219.28,87.62,19212.13,60.024,43.16,86.91,88.22,89.03
2026-02-01T12:30:00.000Z,219.14,88.04,19293.13,60.023,43.18,87.37,88.62,89.42
2026-02-01T12:35:00.000Z,219.00,88.47,19374.39,60.023,43.20,87.83,89.01,89.81
2026-02-01T12:40:00.000Z,218.86,88.88,19451.93,60.023,43.21,88.27,89.39,90.18
2026-02-01T12:45:00.000Z,218.73,89.25,19521.87,60.023,43.21,88.68,89.73,90.51
2026-02-01T12:50:00.000Z,218.59,89.57,19580.55,60.022,43.20,89.04,90.02,90.79
2026-02-01T12:55:00.000Z,218.47,89.83,19624.60,60.022,43.18,89.33,90.24,91.00
2026-02-01T13:00:00.000Z,218.34,90.00,19651.02,60.022,43.15,89.53,90.37,91.12
2026-02-01T13:05:00.000Z,218.22,90.08,19657.27,60.021,43.11,89.64,90.41,91.15
2026-02-01T13:10:00.000Z,218.10,90.05,19641.33,60.021,43.06,89.65,90.35,91.07
2026-02-01T13:15:00.000Z,217.99,89.92,19601.73,60.021,43.00,89.55,90.17,90.88
2026-02-01T13:20:00.000Z,217.88,89.67,19537.64,60.020,42.93,89.33,89.88,90.58
2026-02-01T13:25:00.000Z,217.78,89.30,19448.80,60.020,42.85,89.00,89.47,90.16
2026-02-01T13:30:00.000Z,217.68,88.82,19335.62,60.020,42.75,88.55,88.95,89.62
2026-02-01T13:35:00.000Z,217.59,88.24,19199.11,60.019,42.64,87.99,88.32,88.97
2026-02-01T13:40:00.000Z,217.50,87.54,19040.87,60.019,42.52,87.32,87.58,88.23
2026-02-01T13:45:00.000Z,217.42,86.76,18863.08,60.019,42.39,86.57,86.76,87.39
2026-02-01T13:50:00.000Z,217.34,85.90,18668.40,60.018,42.24,85.73,85.85,86.47
2026-02-01T13:55:00.000Z,217.27,84.96,18459.94,60.018,42.09,84.82,84.88,85.48
2026-02-01T14:00:00.000Z,217.20,83.98,18241.17,60.018,41.92,83.86,83.86,84.45
2026-02-01T14:05:00.000Z,217.14,82.97,18015.83,60.017,41.75,82.87,82.81,83.39
2026-02-01T14:10:00.000Z,217.08,81.94,17787.86,60.017,41.56,81.85,81.74,82.31
2026-02-01T14:15:00.000Z,217.03,80.92,17561.28,60.017,41.37,80.85,80.69,81.25
2026-02-01T14:20:00.000Z,216.99,79.91,17340.12,60.016,41.17,79.86,79.65,80.20
2026-02-01T14:25:00.000Z,216.95,78.95,17128.30,60.016,40.96,78.91,78.66,79.20
2026-02-01T14:30:00.000Z,216.91,78.05,16929.53,60.015,40.75,78.01,77.72,78.26
2026-02-01T14:35:00.000Z,216.89,77.22,16747.24,60.015,40.53,77.19,76.86,77.40
2026-02-01T14:40:00.000Z,216.86,76.47,16584.49,60.015,40.30,76.46,76.09,76.63
2026-02-01T14:45:00.000Z,216.84,75.83,16443.90,60.014,40.08,75.82,75.42,75.96
2026-02-01T14:50:00.000Z,216.83,75.30,16327.56,60.014,39.85,75.30,74.86,75.40
2026-02-01T14:55:00.000Z,216.82,74.89,16237.01,60.013,39.62,74.88,74.42,74.97
2026-02-01T15:00:00.000Z,216.82,74.59,16173.19,60.013,39.39,74.59,74.10,74.65
2026-02-01T15:05:00.000Z,216.82,74.42,16136.43,60.013,39.17,74.42,73.91,74.47
2026-02-01T15:10:00.000Z,216.82,74.38,16126.42,60.012,38.94,74.37,73.84,74.41
2026-02-01T15:15:00.000Z,216.83,74.45,16142.23,60.012,38.73,74.44,73.88,74.47
2026-02-01T15:20:00.000Z,216.85,74.63,16182.32,60.011,38.51,74.62,74.04,74.64
2026-02-01T15:25:00.000Z,216.86,74.91,16244.61,60.011,38.30,74.89,74.30,74.91
2026-02-01T15:30:00.000Z,216.88,75.28,16326.49,60.011,38.10,75.26,74.64,75.28
2026-02-01T15:35:00.000Z,216.90,75.72,16424.92,60.010,37.91,75.70,75.07,75.72
2026-02-01T15:40:00.000Z,216.93,76.23,16536.47,60.010,37.73,76.19,75.55,76.23
2026-02-01T15:45:00.000Z,216.96,76.78,16657.43,60.009,37.56,76.73,76.08,76.78
2026-02-01T15:50:00.000Z,216.99,77.35,16783.90,60.009,37.40,77.29,76.63,77.36
2026-02-01T15:55:00.000Z,217.02,77.93,16911.87,60.008,37.25,77.85,77.19,77.95
2026-02-01T16:00:00.000Z,217.06,78.49,17037.32,60.008,37.11,78.40,77.74,78.53
2026-02-01T16:05:00.000Z,217.09,79.03,17156.33,60.008,36.99,78.92,78.26,79.08
2026-02-01T16:10:00.000Z,217.13,79.52,17265.17,60.007,36.88,79.39,78.73,79.58
2026-02-01T16:15:00.000Z,217.17,79.94,17360.41,60.007,36.78,79.79,79.15,80.03
2026-02-01T16:20:00.000Z,217.20,80.29,17438.96,60.006,36.70,80.12,79.49,80.40
2026-02-01T16:25:00.000Z,217.24,80.55,17498.19,60.006,36.64,80.35,79.74,80.68
2026-02-01T16:30:00.000Z,217.28,80.71,17535.97,60.005,36.59,80.49,79.90,80.87
2026-02-01T16:35:00.000Z,217.32,80.76,17550.75,60.005,36.55,80.52,79.95,80.96
2026-02-01T16:40:00.000Z,217.36,80.70,17541.55,60.004,36.53,80.44,79.90,80.93
2026-02-01T16:45:00.000Z,217.39,80.54,17508.05,60.004,36.53,80.24,79.74,80.80
2026-02-01T16:50:00.000Z,217.43,80.26,17450.54,60.004,36.54,79.94,79.47,80.55
2026-02-01T16:55:00.000Z,217.46,79.88,17369.94,60.003,36.56,79.53,79.10,80.21
2026-02-01T17:00:00.000Z,217.49,79.39,17267.78,60.003,36.60,79.02,78.63,79.76
2026-02-01T17:05:00.000Z,217.52,78.82,17146.14,60.002,36.65,78.42,78.08,79.23
2026-02-01T17:10:00.000Z,217.55,78.18,17007.65,60.002,36.72,77.75,77.45,78.62
2026-02-01T17:15:00.000Z,217.58,77.47,16855.35,60.001,36.80,77.01,76.76,77.95
2026-02-01T17:20:00.000Z,217.60,76.71,16692.68,60.001,36.88,76.23,76.03,77.23
2026-02-01T17:25:00.000Z,217.63,75.93,16523.36,60.000,36.98,75.42,75.27,76.48
2026-02-01T17:30:00.000Z,217.65,75.13,16351.33,60.000,37.09,74.59,74.50,75.72
2026-02-01T17:35:00.000Z,217.66,74.34,16180.60,60.000,37.21,73.78,73.73,74.97
2026-02-01T17:40:00.000Z,217.68,73.57,16015.21,59.999,37.34,72.99,73.00,74.24
2026-02-01T17:45:00.000Z,217.69,72.85,15859.08,59.999,37.47,72.24,72.30,73.55
2026-02-01T17:50:00.000Z,217.69,72.19,15715.95,59.998,37.61,71.56,71.67,72.93
2026-02-01T17:55:00.000Z,217.70,71.61,15589.27,59.998,37.75,70.95,71.12,72.38
2026-02-01T18:00:00.000Z,217.70,71.12,15482.11,59.997,37.90,70.43,70.65,71.93
2026-02-01T18:05:00.000Z,217.70,70.73,15397.10,59.997,38.05,70.01,70.29,71.57
2026-02-01T18:10:00.000Z,217.69,70.45,15336.36,59.996,38.20,69.71,70.04,71.33
2026-02-01T18:15:00.000Z,217.69,70.29,15301.42,59.996,38.35,69.52,69.91,71.21
2026-02-01T18:20:00.000Z,217.68,70.26,15293.24,59.996,38.50,69.46,69.91,71.22
2026-02-01T18:25:00.000Z,217.66,70.35,15312.13,59.995,38.65,69.52,70.03,71.35
2026-02-01T18:30:00.000Z,217.65,70.56,15357.76,59.995,38.79,69.70,70.27,71.60
2026-02-01T18:35:00.000Z,217.63,70.90,15429.20,59.994,38.93,70.00,70.64,71.98
2026-02-01T18:40:00.000Z,217.60,71.34,15524.89,59.994,39.07,70.41,71.11,72.47
2026-02-01T18:45:00.000Z,217.58,71.89,15642.72,59.993,39.20,70.92,71.69,73.06
2026-02-01T18:50:00.000Z,217.55,72.53,15780.05,59.993,39.32,71.53,72.37,73.74
2026-02-01T18:55:00.000Z,217.52,73.25,15933.82,59.992,39.44,72.20,73.12,74.50
2026-02-01T19:00:00.000Z,217.49,74.03,16100.58,59.992,39.55,72.94,73.93,75.32
2026-02-01T19:05:00.000Z,217.46,74.85,16276.61,59.992,39.64,73.72,74.78,76.19
2026-02-01T19:10:00.000Z,217.43,75.69,16457.97,59.991,39.73,74.53,75.66,77.07
2026-02-01T19:15:00.000Z,217.39,76.55,16640.66,59.991,39.81,75.34,76.55,77.97
2026-02-01T19:20:00.000Z,217.36,77.39,16820.65,59.990,39.88,76.14,77.43,78.84
2026-02-01T19:25:00.000Z,217.32,78.20,16994.03,59.990,39.94,76.91,78.28,79.69
2026-02-01T19:30:00.000Z,217.28,78.96,17157.10,59.989,39.99,77.64,79.08,80.49
2026-02-01T19:35:00.000Z,217.24,79.66,17306.42,59.989,40.03,78.30,79.82,81.22
2026-02-01T19:40:00.000Z,217.20,80.29,17438.96,59.989,40.05,78.89,80.48,81.87
2026-02-01T19:45:00.000Z,217.17,80.82,17552.11,59.988,40.07,79.39,81.05,82.42
2026-02-01T19:50:00.000Z,217.13,81.26,17643.78,59.988,40.07,79.80,81.53,82.88
2026-02-01T19:55:00.000Z,217.09,81.59,17712.46,59.987,40.07,80.10,81.90,83.22
2026-02-01T20:00:00.000Z,217.06,81.81,17757.23,59.987,40.06,80.30,82.15,83.45
2026-02-01T20:05:00.000Z,217.02,81.92,17777.79,59.987,40.03,80.39,82.30,83.55
2026-02-01T20:10:00.000Z,216.99,81.91,17774.47,59.986,40.00,80.37,82.33,83.55
2026-02-01T20:15:00.000Z,216.96,81.80,17748.24,59.986,39.96,80.24,82.25,83.43
2026-02-01T20:20:00.000Z,216.93,81.60,17700.64,59.985,39.92,80.02,82.07,83.21
2026-02-01T20:25:00.000Z,216.90,81.30,17633.78,59.985,39.86,79.72,81.80,82.89
2026-02-01T20:30:00.000Z,216.88,80.92,17550.29,59.985,39.80,79.34,81.45,82.49
2026-02-01T20:35:00.000Z,216.86,80.48,17453.24,59.984,39.74,78.90,81.04,82.03
2026-02-01T20:40:00.000Z,216.85,79.99,17346.03,59.984,39.67,78.41,80.57,81.51
2026-02-01T20:45:00.000Z,216.83,79.47,17232.40,59.983,39.61,77.90,80.08,80.96
2026-02-01T20:50:00.000Z,216.82,78.94,17116.24,59.983,39.54,77.37,79.56,80.40
2026-02-01T20:55:00.000Z,216.82,78.41,17001.55,59.983,39.46,76.85,79.05,79.83
2026-02-01T21:00:00.000Z,216.82,77.91,16892.32,59.982,39.39,76.35,78.57,79.29
2026-02-01T21:05:00.000Z,216.82,77.45,16792.45,59.982,39.33,75.90,78.12,78.79
2026-02-01T21:10:00.000Z,216.83,77.04,16705.64,59.982,39.26,75.50,77.73,78.35
2026-02-01T21:15:00.000Z,216.84,76.72,16635.31,59.981,39.20,75.18,77.42,77.98
2026-02-01T21:20:00.000Z,216.86,76.47,16584.49,59.981,39.14,74.95,77.19,77.70
2026-02-01T21:25:00.000Z,216.89,76.33,16555.79,59.981,39.09,74.82,77.06,77.52
2026-02-01T21:30:00.000Z,216.91,76.30,16551.29,59.980,39.05,74.80,77.04,77.45
2026-02-01T21:35:00.000Z,216.95,76.39,16572.53,59.980,39.01,74.89,77.13,77.50
2026-02-01T21:40:00.000Z,216.99,76.60,16620.44,59.980,38.98,75.10,77.35,77.67
2026-02-01T21:45:00.000Z,217.03,76.93,16695.32,59.979,38.96,75.43,77.69,77.96
2026-02-01T21:50:00.000Z,217.08,77.38,16796.86,59.979,38.96,75.89,78.15,78.38
2026-02-01T21:55:00.000Z,217.14,77.94,16924.12,59.979,38.96,76.46,78.72,78.90
2026-02-01T22:00:00.000Z,217.20,78.62,17075.55,59.978,38.98,77.13,79.40,79.54
2026-02-01T22:05:00.000Z,217.27,79.39,17249.06,59.978,39.01,77.91,80.18,80.28
2026-02-01T22:10:00.000Z,217.34,80.25,17442.01,59.978,39.05,78.77,81.05,81.10
2026-02-01T22:15:00.000Z,217.42,81.19,17651.36,59.977,39.10,79.71,81.99,82.00
2026-02-01T22:20:00.000Z,217.50,82.18,17873.64,59.977,39.17,80.70,82.98,82.95
2026-02-01T22:25:00.000Z,217.59,83.21,18105.13,59.977,39.25,81.74,84.02,83.94
2026-02-01T22:30:00.000Z,217.68,84.26,18341.88,59.977,39.35,82.80,85.07,84.96
2026-02-01T22:35:00.000Z,217.78,85.31,18579.85,59.976,39.46,83.86,86.12,85.97
2026-02-01T22:40:00.000Z,217.88,86.35,18814.98,59.976,39.58,84.91,87.15,86.97
2026-02-01T22:45:00.000Z,217.99,87.36,19043.29,59.976,39.72,85.92,88.15,87.93
2026-02-01T22:50:00.000Z,218.10,88.31,19261.02,59.975,39.87,86.89,89.09,88.84
2026-02-01T22:55:00.000Z,218.22,89.20,19464.64,59.975,40.03,87.79,89.97,89.69
2026-02-01T23:00:00.000Z,218.34,90.00,19651.02,59.975,40.21,88.62,90.76,90.45
2026-02-01T23:05:00.000Z,218.47,90.71,19817.44,59.975,40.40,89.35,91.45,91.12
